Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
5.37,91.3,38.9,6.72,0.0,1,105.99
16.18,98.1,20.6,5.74,9.27,4,0.0
13.35,97.5,47.9,6.8,9.29,4,6.82
15.33,92.7,16.2,6.06,0.0,1,0.0
17.74,97.2,40.9,9.59,0.0,4,0.0
4.76,91.4,34.1,5.4,6.71,3,0.0
0.0,92.9,22.1,5.76,0.0,5,0.0
4.75,90.1,86.0,5.3,0.0,2,2.54
5.67,92.9,47.6,4.0,9.49,3,0.0
2.77,96.9,96.2,6.81,0.0,2,12.08
0.0,84.8,96.0,4.52,0.0,5,27.41
0.0,88.1,65.7,5.93,0.0,5,13.8
14.33,98.6,24.0,6.25,19.54,4,0.0
16.43,91.6,92.9,6.96,3.05,4,5.65
0.0,88.3,39.9,5.03,0.0,5,12.51
12.93,91.9,34.6,6.25,18.46,4,0.0
12.46,97.0,21.1,6.53,6.91,1,2.25
10.88,96.7,66.5,9.7,0.0,4,61.2
2.94,99.7,55.3,5.35,18.52,3,0.0
15.65,100.0,52.8,5.36,18.87,4,0.0
15.8,99.9,64.8,6.55,1.76,1,7.78
2.53,99.5,40.2,9.99,0.0,3,31.83
2.88,99.0,20.3,5.32,0.61,2,0.0
0.0,93.4,24.5,6.68,0.82,5,0.0
0.0,92.4,44.9,4.25,0.0,5,7.25
0.0,93.7,27.2,5.15,0.0,5,0.0
6.19,92.1,93.6,9.79,0.0,4,108.09
0.0,48.2,77.4,7.0,0.0,5,154.35
11.57,93.5,78.7,8.52,0.0,4,52.69
6.83,97.3,92.5,5.46,0.0,4,90.19
0.32,71.8,58.9,9.41,4.28,3,56.79
0.21,66.4,92.5,6.06,2.75,2,47.88
0.0,92.3,89.9,5.5,0.0,5,8.5
15.16,96.8,88.5,6.04,4.49,4,4.56
4.76,94.4,67.5,6.22,5.81,2,0.0
4.64,97.6,18.0,5.14,5.34,3,0.0
15.47,91.2,17.5,8.77,0.0,4,6.77
0.0,93.9,45.6,5.23,0.0,5,8.23
15.7,91.3,99.0,5.53,6.78,4,0.0
16.36,98.0,93.8,8.87,7.27,4,2.12
3.67,90.5,41.8,6.66,9.29,3,0.0
0.31,60.4,79.3,6.35,4.17,1,196.91
0.0,90.5,73.5,5.72,0.0,5,8.72
0.03,63.6,49.4,9.9,0.0,2,49.66
0.0,88.0,52.5,6.37,1.28,5,13.27
14.42,95.9,85.5,8.74,0.0,4,20.19
15.54,93.8,64.3,6.97,5.78,4,0.0
0.06,79.7,18.1,8.73,14.61,2,0.0
0.0,89.9,67.0,6.04,0.0,5,9.43
1.98,94.8,46.7,8.6,0.0,2,25.09
16.63,92.6,92.0,5.22,5.1,4,0.0
1.33,96.7,25.6,9.49,0.0,2,6.72
0.08,79.2,66.9,9.0,0.0,4,169.21
0.0,84.7,36.8,9.08,4.25,5,32.17
0.05,77.3,71.9,8.53,19.78,3,0.0
19.63,91.9,28.7,5.21,0.0,1,3.72
0.0,87.8,27.8,5.75,8.55,5,2.35
12.5,98.2,34.5,8.72,0.0,4,42.22
1.43,97.8,42.9,9.6,0.0,2,32.53
1.16,94.8,97.6,6.08,4.91,3,32.61
0.0,87.2,83.5,5.49,6.32,5,3.75
0.0,97.5,28.3,5.28,0.0,5,8.28
0.06,76.7,55.7,6.2,2.53,2,49.4
0.12,71.4,22.8,5.01,16.38,4,0.0
0.37,65.2,20.7,9.54,0.0,3,56.25
0.29,78.4,24.2,6.58,0.0,2,47.14
4.93,95.7,45.7,5.84,0.0,2,0.0
18.36,98.7,87.7,6.8,2.61,1,7.19
0.0,75.7,72.1,5.3,0.0,5,59.04
0.04,50.5,26.0,5.53,0.0,2,49.57
0.0,84.0,56.8,5.95,0.0,5,31.95
0.0,83.3,43.4,5.49,0.0,5,33.71
14.5,97.8,26.6,8.96,0.0,4,9.74
15.71,91.8,47.1,5.87,3.32,1,5.54
3.6,93.6,20.3,9.85,0.0,3,9.7
0.0,74.4,54.7,5.58,7.58,5,21.6
0.0,92.9,25.5,8.85,0.0,5,2.73
9.93,90.3,87.4,6.43,18.13,1,0.0
0.0,89.2,89.0,4.52,9.63,5,0.0
3.56,98.7,84.4,6.09,0.0,2,9.09
9.48,99.4,96.9,5.7,16.17,1,0.0
0.0,86.5,40.3,5.93,0.0,5,17.95
0.04,55.9,51.5,9.56,7.74,3,59.63
1.19,99.9,48.9,6.31,3.29,2,24.13
14.3,90.2,64.2,6.94,0.0,1,16.91
0.21,69.9,91.5,6.98,0.0,1,197.9
1.16,95.7,94.1,4.79,4.75,2,21.39
2.85,94.9,71.0,8.67,0.0,2,15.13
8.93,94.3,25.6,6.85,8.71,4,12.37
16.01,92.7,38.1,9.13,3.34,1,10.11
11.75,95.5,51.3,6.36,0.0,4,41.88
0.0,73.0,16.6,5.66,0.0,5,34.44
0.0,90.9,82.8,5.51,0.49,5,8.01
3.47,95.8,85.5,6.28,2.11,2,7.17
2.49,99.6,52.1,5.7,2.27,2,11.54
4.03,96.8,22.0,6.75,2.53,2,0.0
5.18,91.8,86.9,6.53,11.61,1,0.0
1.03,90.1,76.8,8.58,1.29,2,34.49
13.15,90.9,39.2,9.45,3.56,1,31.46
11.45,99.7,21.7,5.62,0.0,1,8.81
14.94,98.4,58.0,5.92,16.53,4,0.0
0.31,63.1,73.4,9.6,0.0,3,56.91
19.92,96.6,36.0,9.83,19.24,1,0.0
0.39,72.5,16.6,6.32,9.29,2,23.02
0.0,52.8,70.3,6.59,8.06,5,51.1
0.0,81.1,71.3,9.69,0.0,5,53.64
16.79,98.5,67.4,9.77,8.05,4,2.15
12.51,92.3,63.9,8.76,0.0,4,42.22
0.29,65.7,21.8,5.23,4.0,4,149.74
4.47,90.5,48.5,5.37,0.0,3,8.37
3.86,98.0,80.5,4.02,18.8,3,0.0
0.0,88.6,31.8,6.91,0.0,5,13.66
12.36,98.4,21.6,9.26,0.0,4,22.26
0.04,68.4,46.7,5.17,0.0,4,169.61
0.0,47.0,81.2,5.26,0.0,5,155.95
18.03,93.0,96.6,5.2,0.0,1,8.2
0.0,88.1,58.6,6.89,3.48,5,11.39
16.04,92.1,15.4,6.81,0.0,4,4.9
17.64,92.2,72.3,5.13,6.29,1,0.0
0.0,81.7,93.7,5.97,0.0,5,39.71
3.99,99.7,84.2,8.67,0.0,3,13.58
13.26,90.6,90.8,5.46,9.49,1,6.56
2.74,91.9,58.7,6.74,0.0,3,22.38
16.2,93.7,93.9,5.03,0.0,4,7.99
14.35,96.7,34.8,5.42,13.99,1,0.0
0.08,74.8,59.4,5.51,3.31,2,49.17
1.56,94.6,77.8,8.53,12.21,2,0.0
0.19,73.0,68.8,8.73,0.22,2,48.08
0.31,68.5,56.2,4.25,0.0,1,196.9
17.42,97.3,71.8,8.52,0.0,4,0.0
0.38,79.8,18.2,5.89,17.95,2,0.0
0.13,68.5,21.6,5.01,9.85,3,27.85
4.51,91.7,97.6,5.25,0.0,3,8.25
16.61,94.1,77.7,5.06,3.07,1,4.99
0.38,59.3,31.0,5.84,3.1,4,166.19
15.4,96.5,95.8,8.72,19.18,4,0.0
8.71,94.4,85.9,5.24,0.0,1,71.18
12.39,97.3,25.3,5.96,4.19,4,15.45
0.14,80.5,53.0,6.77,0.0,1,198.6
0.33,55.6,62.6,6.59,1.96,2,46.73
15.42,93.2,96.4,5.54,0.0,1,8.54
4.5,95.6,74.8,6.13,0.0,2,5.05
11.16,90.6,71.2,6.09,0.0,4,47.45
0.02,51.0,91.5,6.03,4.14,4,169.82
2.78,94.4,98.8,6.63,1.37,2,10.49
0.0,85.6,20.7,4.27,5.71,5,0.0
0.32,77.2,36.3,9.83,4.34,4,166.79
4.35,99.8,79.7,6.43,0.0,3,9.43
12.72,90.9,19.1,5.37,0.0,1,6.24
0.0,59.9,68.4,6.19,4.57,2,49.98
15.0,93.2,41.6,9.72,16.64,4,0.0
0.0,87.4,35.9,5.55,10.39,5,0.0
0.0,63.5,88.5,6.84,3.29,5,98.08
0.32,81.1,83.3,5.92,3.58,1,196.77
0.09,83.7,56.5,6.88,0.18,3,59.11
0.0,49.1,29.9,5.3,0.0,5,148.91
0.0,93.1,41.6,5.3,0.0,5,8.3
0.0,65.9,96.3,6.51,11.71,5,0.0
0.0,81.3,19.2,9.91,0.15,5,26.36
0.38,73.9,76.1,6.02,0.0,1,196.23
2.46,92.3,60.9,8.77,0.0,3,31.29
3.65,90.4,15.7,6.68,10.13,2,0.0
2.65,91.1,15.1,5.34,2.41,3,9.71
0.1,53.6,70.5,6.96,2.57,1,198.97
2.34,91.3,84.3,9.88,0.0,2,22.38
2.07,96.4,28.0,6.17,4.35,3,24.08
14.51,97.2,90.1,6.13,0.0,1,14.04
0.0,97.7,45.7,4.88,1.15,5,6.73
0.0,89.2,69.6,6.96,0.0,5,11.98
0.27,55.6,53.5,6.32,0.0,4,167.33
3.6,93.9,93.2,6.57,6.62,3,2.77
0.0,96.9,48.5,5.58,2.09,5,6.5
0.0,93.9,48.2,5.22,0.0,5,8.22
0.07,69.4,70.6,5.8,0.0,3,59.32
8.85,94.8,92.3,6.69,15.33,1,0.0
12.85,90.5,66.6,6.86,6.83,4,9.82
15.95,98.6,91.6,6.18,0.0,4,9.18
0.0,86.5,47.5,9.31,9.42,5,5.54
3.01,92.8,72.0,6.53,0.62,2,8.91
0.13,80.2,97.2,6.16,7.09,1,99.12
0.0,67.1,88.4,6.16,0.0,5,89.2
11.82,99.2,91.6,6.06,0.0,4,40.85
4.45,91.3,75.2,9.85,19.94,2,0.0
13.79,98.2,43.9,9.04,0.0,4,27.79
14.62,91.0,38.9,6.94,0.0,1,13.69
2.11,93.2,82.2,6.37,0.0,2,18.24
0.15,52.3,60.2,9.64,0.0,4,168.54
15.56,92.1,34.8,9.47,0.0,4,14.34
0.21,65.6,52.8,5.45,0.0,2,47.87
15.18,97.6,33.8,5.74,0.65,1,8.09
16.99,96.7,53.3,8.56,1.52,4,0.0
4.48,94.1,58.9,10.0,8.61,3,2.02
0.0,88.4,34.4,4.23,0.0,5,11.46
13.38,96.9,18.7,5.88,3.72,1,4.28
17.63,91.4,91.4,5.48,9.69,1,0.0
3.76,90.3,59.5,9.35,8.48,3,2.89
3.79,97.5,31.8,5.87,0.0,3,11.0
0.0,92.5,69.4,6.26,0.0,5,9.26
13.06,92.3,78.6,5.33,4.46,1,23.25
16.84,97.1,77.3,5.68,0.0,4,0.0
1.77,97.8,98.7,6.75,12.54,2,0.0
0.0,92.9,79.3,6.93,0.0,5,9.93
0.0,93.8,39.1,5.64,8.13,5,0.0
6.56,90.8,50.9,6.37,0.0,1,93.72
18.69,98.0,51.4,8.77,15.17,1,0.0
14.1,92.1,43.7,9.38,0.0,4,24.62
10.11,94.8,95.8,5.78,0.0,1,57.64
4.23,93.3,22.5,6.4,0.0,3,4.7
16.63,96.3,20.6,6.64,18.09,1,0.0
12.54,93.4,77.8,9.59,1.48,4,41.08
0.0,88.3,82.3,5.52,6.08,5,2.77
0.0,91.0,83.2,5.76,6.59,5,0.0
4.27,91.3,69.7,9.68,0.0,3,14.58
14.76,95.2,58.4,6.47,0.0,1,11.83
16.47,96.2,60.8,5.08,14.5,1,0.0
13.64,93.1,96.4,6.39,5.29,1,7.08
0.0,96.6,88.3,6.28,2.75,5,6.53
1.8,90.9,30.9,9.23,0.0,3,39.34
14.35,94.6,82.4,9.54,8.66,4,4.79
0.0,91.4,35.2,6.96,0.0,5,9.96
0.0,93.7,77.6,5.61,0.0,5,8.61
16.67,91.4,52.5,9.11,0.0,4,3.28
11.23,96.4,24.2,6.83,4.4,1,8.63
0.29,54.0,36.5,9.19,3.65,3,57.13
4.14,92.1,70.2,9.54,0.0,3,14.43
0.0,85.0,66.9,6.5,0.0,5,22.45
11.33,97.6,57.8,6.17,0.22,4,45.62
12.92,98.1,25.7,6.35,3.11,4,13.52
2.7,97.4,49.4,4.57,16.51,2,0.0
2.85,98.6,43.4,9.95,7.96,2,2.97
7.42,97.4,37.0,9.32,8.45,4,36.66
0.0,86.6,49.7,6.45,1.16,5,17.06
15.72,99.6,54.9,5.97,0.0,1,8.97
0.36,66.9,56.0,6.26,6.58,2,46.38
4.14,95.1,18.5,6.27,0.0,3,4.64
4.14,91.6,57.4,6.07,0.0,3,9.07
5.0,99.2,94.2,5.36,0.0,2,0.0
3.93,93.8,88.3,4.38,0.0,3,8.05
0.14,60.6,75.0,6.04,18.95,2,0.0
4.0,93.3,58.0,5.5,0.0,2,8.5
13.45,94.5,41.0,6.86,0.0,1,25.37
15.8,95.3,71.3,4.07,0.0,4,7.07
15.36,96.8,66.4,5.27,0.96,4,7.31
16.18,90.7,98.4,6.58,0.0,1,9.58
13.14,93.6,52.9,5.55,3.35,1,23.75
0.31,84.9,37.9,6.07,0.0,2,46.95
16.93,96.2,89.9,4.26,2.99,4,0.0
4.22,97.6,60.3,9.7,0.0,3,14.6
3.78,96.9,92.9,5.49,1.9,3,8.75
0.0,86.1,79.5,6.42,0.0,5,19.65
4.15,97.7,18.4,5.25,6.03,3,0.0
0.0,89.7,75.4,5.06,0.0,5,8.94
5.81,92.2,45.1,5.93,0.0,3,0.0
16.73,92.0,19.8,9.15,0.0,4,2.66
0.34,73.5,53.0,8.71,0.0,2,46.58
13.82,94.9,77.8,5.84,8.9,4,4.69
2.62,95.4,36.2,6.69,0.0,2,13.51
4.68,91.7,57.5,5.15,0.0,3,8.15
2.94,93.0,15.1,6.28,3.67,2,0.0
0.0,84.2,100.0,6.96,0.0,5,32.52
0.07,68.9,86.1,5.6,0.0,1,199.3
0.0,93.8,32.1,5.31,7.09,5,0.0
4.72,95.0,30.7,5.19,0.0,2,2.76
0.27,71.6,76.4,5.84,7.28,1,110.5
6.06,97.1,99.6,4.01,14.0,4,0.0
0.0,87.4,39.6,4.75,0.8,5,13.79
0.01,66.4,81.7,9.08,7.03,2,49.87
4.15,94.6,56.2,5.95,11.01,3,0.0
3.17,98.4,20.7,9.03,1.36,2,2.46
2.21,99.5,27.4,9.1,3.5,3,15.22
1.68,96.7,94.0,6.11,7.61,2,5.86
2.24,91.9,44.5,9.93,0.0,3,35.11
15.2,97.3,75.6,6.53,0.0,4,9.53
0.28,82.4,22.0,8.78,0.0,4,145.34
0.0,89.2,24.3,8.95,0.0,5,3.24
5.94,90.1,18.9,5.28,0.0,1,19.78
0.0,94.1,91.2,6.28,0.0,5,9.28
15.89,94.4,93.1,5.44,0.0,1,8.44
3.27,91.8,97.4,4.6,0.0,2,7.6
0.23,77.5,38.1,6.66,17.43,2,0.0
2.66,93.4,16.9,6.76,5.52,2,0.0
13.98,95.0,66.2,9.57,19.07,4,0.0
0.27,57.5,17.5,5.6,14.65,4,0.0
1.48,95.2,16.6,5.55,5.98,3,5.55
14.07,94.5,67.3,4.87,6.39,4,4.3
0.0,93.6,74.9,6.5,0.0,5,9.5
2.39,94.0,61.4,9.55,0.0,3,32.93
15.88,96.0,75.7,6.61,0.0,1,9.61
0.0,94.7,56.4,5.35,2.81,5,5.54
0.38,50.1,18.0,6.15,0.0,4,166.19
0.0,82.2,95.8,4.67,0.0,5,36.38
4.6,97.8,90.4,8.75,0.0,3,13.52
2.01,95.1,88.4,5.5,0.0,2,18.43
17.71,94.8,98.7,5.52,0.0,1,8.52
1.15,92.8,87.3,5.14,0.0,2,26.61
15.19,99.2,42.3,9.69,0.0,4,14.59
14.63,94.5,85.1,9.62,14.73,4,0.0
0.0,56.0,27.6,6.53,0.0,5,127.31
3.2,92.7,80.0,6.5,5.16,2,0.0
13.56,95.8,92.6,5.07,0.0,1,22.42
0.0,90.5,88.7,6.02,1.68,5,7.34
13.6,97.4,33.4,4.7,0.0,4,21.72
3.83,95.3,18.4,6.29,7.57,3,0.0
0.0,91.2,20.1,6.83,5.64,5,0.0
12.75,99.8,87.0,4.1,3.65,1,25.99
3.42,98.4,92.0,5.8,13.42,3,0.0
3.3,96.8,86.0,5.61,0.0,3,15.58
0.0,98.7,44.1,4.67,0.0,5,7.67
12.95,93.4,24.7,6.31,7.41,1,0.0
2.71,95.3,29.2,6.25,3.43,2,8.71
15.88,97.5,39.6,5.04,0.0,1,8.04
14.61,97.2,25.5,6.2,0.0,1,2.62
0.0,84.7,17.5,5.73,0.0,5,14.56
0.27,55.2,28.7,4.77,9.5,3,57.32
0.0,86.5,65.7,5.47,0.0,5,17.6
0.0,91.7,82.8,5.17,9.77,5,0.0
0.0,75.4,31.7,6.7,3.14,5,57.81
3.57,96.8,85.9,5.01,7.3,2,0.0
0.12,51.2,71.4,5.29,5.42,1,138.73
1.0,96.4,15.2,5.15,0.0,2,5.63
15.12,91.2,22.6,9.18,0.0,4,7.0
4.42,98.8,20.9,6.12,7.45,3,0.0
11.5,96.5,89.2,5.78,0.0,1,43.82
2.6,91.5,70.3,5.06,9.16,2,0.0
12.06,92.0,61.0,4.22,0.0,1,36.6
0.0,85.3,68.7,5.31,0.0,5,20.51
3.89,95.5,29.5,5.97,6.62,3,0.0
8.81,95.2,90.9,6.58,7.17,4,25.73
14.19,99.6,32.3,9.44,0.0,4,23.58
3.88,95.3,80.3,6.07,16.88,3,0.0
0.0,88.9,79.0,4.63,0.0,5,10.37
15.3,96.8,77.4,9.57,0.0,4,14.46
4.19,95.5,85.2,8.56,0.0,3,13.29
17.88,93.5,95.2,5.75,4.39,1,4.36
4.84,90.6,16.5,6.48,2.29,3,3.59
1.11,91.1,45.7,6.05,0.0,3,37.91
0.0,86.7,40.1,4.63,0.0,5,16.21
0.35,65.9,38.7,5.73,0.0,3,56.45
14.96,95.9,57.8,5.42,9.26,1,0.0
13.99,93.2,18.6,7.0,5.13,1,0.0
0.0,69.2,44.7,5.68,0.0,5,81.51
11.4,98.2,92.2,9.23,0.0,4,55.47
5.44,96.3,31.4,6.85,4.54,3,5.31
0.07,58.6,54.4,8.9,0.0,4,169.3
0.33,54.0,98.5,5.49,0.0,2,46.67
3.46,96.1,79.5,6.12,0.44,2,8.68
0.34,52.4,71.9,4.56,2.91,2,46.59
2.43,93.7,20.6,9.88,0.0,2,4.26
1.99,97.4,63.6,9.75,1.35,2,24.76
1.3,97.2,85.5,6.04,3.09,3,32.96
12.41,98.1,19.9,6.21,0.0,4,17.53
16.86,99.0,55.5,5.51,8.62,1,0.0
2.74,93.7,83.0,6.98,0.34,2,12.21
0.0,95.6,93.9,9.55,0.0,5,14.44
17.59,93.8,63.1,8.71,10.43,4,0.0
13.12,91.2,77.8,5.65,13.1,1,0.0
0.0,88.0,96.3,6.79,0.0,5,14.92
0.27,80.1,41.6,9.68,0.0,4,167.28
0.0,92.1,46.2,9.41,7.66,5,2.19
6.34,95.6,92.8,9.79,0.0,4,106.61
3.36,94.6,68.4,5.58,4.71,3,10.25
0.0,81.8,47.6,4.15,0.47,5,36.33
0.08,59.1,19.1,9.83,0.0,4,169.19
0.16,77.4,73.0,9.49,0.0,3,58.41
13.97,92.5,17.3,8.71,2.35,4,11.33
9.83,90.5,75.5,6.8,8.89,4,21.05
13.11,94.6,95.1,9.14,17.39,4,0.0
16.73,95.5,20.3,6.82,4.49,1,0.0
7.73,91.1,88.4,9.49,0.0,4,92.72
0.0,62.5,78.6,6.67,0.0,5,105.49
3.86,91.1,16.1,4.1,7.59,3,0.0
0.0,91.6,63.9,6.08,0.0,5,9.08
16.71,93.7,34.2,5.67,0.0,1,8.67
4.31,98.3,61.3,9.41,4.43,3,9.18
12.12,96.9,76.8,5.62,0.0,1,37.4
9.52,92.4,50.8,5.53,0.36,4,62.97
0.0,53.5,87.4,6.71,0.0,5,135.85
13.45,91.5,54.4,6.35,0.0,1,24.8
3.23,97.8,64.9,9.65,0.0,2,14.55
1.32,94.7,36.9,8.85,0.8,3,43.56
0.0,67.1,23.8,5.99,4.47,3,60.0
16.63,93.7,23.9,9.44,0.0,4,3.65
1.25,97.2,15.7,8.59,0.0,3,22.49
16.44,93.3,66.6,9.37,2.26,4,5.61
0.0,87.7,62.9,6.69,0.0,5,15.55
0.0,49.8,66.2,9.26,0.0,5,174.76
0.29,84.1,54.1,6.59,9.11,1,93.03
0.0,82.6,25.5,6.13,0.0,5,18.47
2.56,91.9,68.6,5.92,0.0,2,13.27
2.58,94.2,89.4,6.21,0.0,2,13.43
16.11,95.7,30.8,5.56,0.0,1,8.56
0.0,94.0,74.1,4.27,0.0,5,7.27
15.73,99.8,22.0,4.39,5.99,4,0.0
16.97,91.6,68.4,6.97,4.85,4,0.0
0.0,94.8,93.3,5.78,0.0,5,8.78
16.19,92.5,49.8,4.81,6.93,1,0.0
1.76,99.7,44.1,5.06,0.0,2,20.47
0.03,62.4,29.0,6.38,0.0,1,199.7
0.0,89.3,48.6,5.5,7.26,5,0.0
3.57,95.8,39.9,5.89,0.0,2,8.89
17.42,96.2,83.3,4.27,5.12,1,0.0
0.03,68.7,21.0,5.22,18.21,3,0.0
0.21,57.7,64.1,6.47,0.0,1,197.91
0.0,87.4,96.3,5.66,8.24,5,2.91
7.37,98.0,98.2,6.53,0.0,4,85.8
0.39,70.7,87.9,5.18,0.26,1,196.11
0.0,92.2,41.0,5.08,0.0,5,8.08
3.77,98.5,80.4,4.11,0.0,3,9.42
0.0,86.9,82.3,6.95,5.74,5,4.89
0.0,95.0,85.4,5.2,0.0,5,8.2
2.53,92.5,18.0,6.86,14.44,2,0.0
2.74,98.8,45.6,5.51,8.38,2,0.0
3.28,91.9,29.1,9.13,13.95,2,0.0
2.6,97.1,31.9,9.19,0.0,2,18.58
0.33,82.7,65.9,9.33,15.67,3,0.0
10.83,96.6,63.4,6.88,0.0,1,51.55
1.56,100.0,76.1,9.62,13.76,3,0.0
0.28,51.9,44.3,8.65,0.0,4,167.2
0.0,84.6,29.0,6.01,0.56,5,29.33
17.38,97.2,27.1,6.25,0.0,1,0.0
16.9,98.7,42.3,5.81,18.47,4,0.0
14.21,96.9,96.9,6.27,0.0,1,17.14
12.77,95.0,38.0,5.49,0.0,1,30.77
2.9,92.5,57.5,5.64,14.66,2,0.0
1.22,99.8,98.8,6.81,14.7,3,0.0
0.0,85.7,23.3,5.98,17.2,5,0.0
4.74,92.1,99.3,5.94,0.0,3,8.94
2.92,91.7,41.3,4.17,9.03,2,0.0
0.37,82.4,51.7,4.66,0.0,2,46.27
16.45,96.0,38.9,9.83,0.0,4,5.51
3.2,95.2,31.3,6.18,0.0,2,9.18
17.7,91.0,60.2,5.78,0.0,4,0.0
0.0,82.4,81.0,6.19,0.0,5,37.63
0.36,74.8,43.5,6.22,0.0,1,196.37
1.74,99.7,32.7,5.24,0.0,2,20.81
0.05,56.2,49.5,4.31,2.93,3,59.49
4.45,96.0,29.4,5.41,17.09,3,0.0
2.77,96.7,96.7,5.38,5.88,2,0.0
0.35,84.7,84.9,5.82,0.0,1,196.45
9.69,96.8,68.2,6.94,0.0,1,63.07
1.78,94.9,43.9,6.79,3.42,2,18.57
5.18,94.9,85.5,8.86,1.45,3,8.17
5.36,96.9,22.3,5.48,0.0,4,52.46
8.96,94.0,53.4,9.24,5.76,4,30.78
3.63,94.3,32.1,9.19,0.0,2,13.7
16.13,96.5,34.0,6.05,6.08,4,0.0
12.24,92.3,86.2,9.76,0.0,4,46.4
17.26,96.0,71.3,6.4,7.38,1,0.0
6.77,91.9,35.4,6.19,0.0,1,91.48
0.0,92.6,76.5,8.67,2.21,5,10.87
0.22,61.5,65.2,4.45,4.97,4,167.85
0.08,53.2,28.3,8.89,4.11,4,169.21
3.47,98.5,26.6,9.69,10.72,2,0.0
3.33,94.7,43.0,4.12,2.14,3,11.72
0.36,62.1,72.0,9.82,0.0,1,196.4
0.0,91.3,29.4,5.85,0.0,5,8.85
0.0,90.2,99.4,6.01,0.0,5,9.01
16.03,97.9,79.5,5.91,0.0,1,8.91
1.05,98.9,41.0,5.09,0.0,2,27.54
0.0,86.6,43.3,5.05,0.0,5,16.83
1.45,91.8,44.5,8.87,0.0,3,43.0
0.0,70.3,98.3,4.2,0.0,5,75.81
0.0,83.8,53.5,5.04,0.0,5,31.49
1.07,98.4,42.7,6.96,0.0,3,39.24
9.97,92.5,66.2,9.86,0.0,4,70.3
4.07,90.9,52.9,4.64,4.76,3,2.88
4.58,93.8,79.0,9.5,15.39,2,0.0
0.0,87.7,40.5,8.79,0.0,5,20.57
0.0,92.7,34.5,5.6,5.98,5,0.0
18.54,99.6,82.4,6.31,0.0,1,9.31
16.59,95.8,45.3,9.4,0.0,4,4.14
0.0,89.7,35.8,5.8,0.0,5,9.67
4.35,97.9,72.5,6.66,2.95,3,6.71
0.0,95.7,45.7,9.1,0.0,5,13.91
0.0,74.0,68.8,5.69,0.0,5,65.33
3.88,98.7,65.8,8.6,0.0,3,14.7
4.94,91.9,16.6,8.61,0.0,3,6.68
16.0,93.1,59.3,6.54,2.76,4,6.78
3.18,90.9,64.5,4.98,2.1,2,5.88
15.6,99.0,80.5,6.42,16.85,4,0.0
16.8,92.2,37.2,8.94,14.51,4,0.0
0.26,62.6,73.9,6.81,0.0,3,57.43
1.62,98.3,26.5,6.12,18.85,3,0.0
0.04,62.3,48.7,6.61,5.62,1,124.35
0.0,93.2,24.7,5.0,0.0,5,0.0
10.73,97.4,77.9,5.25,0.0,4,50.99
0.0,89.7,97.1,5.62,0.5,5,8.79
0.0,82.6,47.5,6.38,0.39,5,36.6
0.0,94.5,92.8,8.61,0.0,5,13.36
0.36,70.4,92.1,4.33,2.21,1,196.41
0.0,97.6,94.4,5.17,6.52,5,0.0
2.87,93.0,91.4,5.61,4.18,2,5.77
2.65,94.3,44.2,4.64,0.0,2,11.14
5.12,99.4,99.2,9.18,12.02,3,0.0
0.0,62.9,81.2,5.47,7.1,5,37.4
0.0,93.4,95.4,6.89,0.0,5,9.89
3.15,91.4,59.4,8.71,6.17,2,2.55
2.48,97.2,48.6,6.52,0.0,2,14.73
0.0,91.6,99.1,6.91,0.64,5,9.27
3.44,93.6,53.9,5.91,0.0,3,14.5
8.59,99.6,100.0,9.06,0.0,4,84.11
16.09,92.2,66.6,5.21,5.4,4,0.0
14.66,91.5,45.6,4.87,2.33,4,8.89
0.13,79.1,68.9,6.37,0.0,1,198.72
2.93,95.8,54.7,5.93,0.0,2,9.67
2.84,97.2,55.0,6.93,0.91,2,10.63
0.18,72.0,79.5,6.12,8.78,2,46.86
3.52,97.3,29.6,6.4,0.0,2,9.4
1.93,92.5,23.5,4.06,17.41,3,0.0
2.0,99.8,58.3,5.9,0.0,3,28.89
3.05,91.0,44.7,6.58,0.0,2,9.58
2.37,92.8,24.6,5.36,2.0,2,2.54
3.58,99.6,43.5,5.34,0.0,2,8.34
5.85,99.5,87.5,9.39,5.92,3,0.0
0.06,74.4,75.5,5.98,5.32,1,107.74
3.81,90.9,74.9,5.37,0.0,3,10.25
0.0,94.1,32.1,6.84,0.0,5,9.84
4.47,94.1,50.7,6.55,0.0,2,5.29
2.4,96.8,89.1,6.79,3.75,2,12.08
4.22,99.3,60.2,4.75,1.35,3,6.4
4.16,96.9,56.6,8.79,0.0,3,13.55
4.91,99.8,37.9,4.62,2.77,3,4.85
4.5,93.2,51.9,5.92,7.65,3,0.0
0.0,90.3,66.6,4.95,0.0,5,7.95
0.36,79.5,45.9,9.12,6.06,4,117.42
2.57,97.7,65.0,6.68,0.0,2,13.95
0.07,70.9,63.1,5.63,13.46,1,0.0
19.57,98.3,64.6,5.11,0.0,1,4.29
2.89,90.4,26.4,6.64,0.0,2,2.15
3.11,95.9,22.3,5.37,0.0,2,0.0
0.23,53.5,22.8,5.9,0.0,2,47.66
7.71,98.1,44.3,5.98,1.25,1,80.64
0.0,95.0,71.9,6.91,8.45,5,0.0
0.07,61.8,98.3,6.46,0.0,3,59.35
0.15,77.0,41.4,9.37,9.88,4,119.15
