Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
3.33,90.1,31.7,9.92,0.0,2,14.86
3.47,98.4,83.8,9.04,2.9,3,16.56
0.0,90.9,67.6,6.06,4.32,5,4.74
15.98,96.1,94.0,4.74,0.0,4,7.74
1.73,91.8,95.8,9.62,0.65,3,39.91
0.18,57.7,73.8,6.12,0.0,2,48.22
0.0,94.5,51.4,6.41,0.0,5,9.41
12.8,90.4,52.9,5.02,0.0,1,30.04
0.03,71.1,71.4,6.0,0.0,4,169.69
3.62,95.1,66.9,5.07,0.0,3,11.83
4.79,95.5,56.4,6.55,0.0,3,9.55
11.08,91.8,72.7,8.94,0.0,4,58.84
1.32,96.7,68.0,6.97,0.0,3,36.78
4.69,92.5,21.0,8.51,3.84,2,0.0
0.0,65.3,65.0,6.5,0.0,5,95.73
0.0,87.6,61.1,4.24,8.61,5,0.0
0.0,83.5,99.4,6.81,0.0,5,34.76
1.15,92.7,84.9,8.54,5.39,2,11.32
0.36,63.0,96.7,5.34,6.74,1,122.13
15.07,94.1,99.0,6.71,0.0,1,9.71
4.36,93.6,78.4,6.18,3.76,3,5.42
11.36,95.4,17.3,5.79,3.25,1,8.38
0.14,60.4,18.1,5.65,0.0,4,161.54
0.0,51.3,15.5,4.73,0.0,5,70.38
0.0,81.6,54.9,6.07,0.0,5,40.21
12.56,98.2,44.1,5.07,0.44,1,32.07
0.0,89.5,52.8,5.85,19.4,5,0.0
2.18,98.1,91.7,5.24,15.49,2,0.0
0.0,91.5,27.2,6.18,0.83,5,0.0
3.49,99.4,86.3,6.24,6.58,3,3.11
3.29,96.7,56.2,8.54,0.0,2,13.27
3.41,95.5,50.0,6.61,7.08,2,0.0
4.28,99.9,64.1,8.63,0.0,3,13.38
0.0,90.6,37.7,5.47,0.0,5,8.47
0.4,51.3,36.7,5.65,1.53,3,56.03
4.56,96.9,37.2,4.11,0.47,3,6.64
0.0,51.5,69.7,6.03,0.38,1,199.98
13.58,93.7,33.2,8.73,6.22,4,9.04
0.34,66.6,59.4,6.05,0.0,4,166.58
9.32,95.2,77.1,9.64,0.0,4,76.84
15.76,98.0,15.2,6.6,4.46,4,2.57
2.82,98.9,76.5,9.41,2.58,2,13.38
4.34,92.8,90.7,9.08,2.25,3,11.31
2.73,92.8,21.3,5.32,0.0,2,2.2
0.13,75.7,83.4,9.23,0.0,4,168.7
0.0,94.8,59.1,9.63,0.0,5,14.52
0.0,94.2,18.9,5.66,0.0,5,0.0
12.7,90.7,76.8,9.04,0.0,4,40.33
0.0,89.4,20.5,4.73,0.0,5,0.0
12.11,96.8,73.6,5.0,0.0,4,36.9
12.47,96.0,34.1,5.89,0.0,1,34.18
2.46,90.6,35.1,9.31,8.98,3,8.61
0.06,52.6,95.0,5.21,0.0,2,49.38
6.47,99.7,20.9,9.13,18.1,4,0.0
0.0,88.5,71.7,6.22,2.91,5,10.25
13.62,96.8,28.1,5.4,7.32,1,5.93
17.84,94.6,88.3,5.36,0.0,1,8.36
0.0,92.4,50.6,6.86,16.71,5,0.0
3.57,97.5,83.2,6.14,0.37,2,8.77
0.0,90.3,18.4,5.09,4.39,5,0.0
12.43,90.5,24.2,9.48,4.69,4,19.27
0.0,62.1,85.4,6.06,1.74,5,103.89
5.51,95.2,89.3,5.5,6.25,1,38.84
16.01,99.8,96.3,8.96,0.0,4,9.93
0.0,90.0,18.6,9.99,0.0,5,2.99
2.08,90.8,44.8,9.66,5.26,3,12.23
2.33,97.9,67.2,5.43,3.73,3,21.39
0.02,61.9,23.7,8.86,9.95,3,38.3
1.46,97.3,42.6,5.22,3.19,2,20.39
1.81,93.7,41.7,8.76,0.0,2,27.16
0.18,67.1,16.6,6.57,0.0,4,150.9
8.74,95.6,47.8,9.16,0.0,4,82.65
8.41,95.7,35.4,6.87,0.0,4,75.77
4.44,95.0,50.1,5.68,0.46,3,8.21
15.71,92.9,99.2,4.73,0.0,4,7.73
14.79,95.7,67.1,6.74,3.99,1,7.81
0.0,88.5,66.5,6.2,0.0,5,13.13
3.51,95.2,45.7,5.41,1.79,3,11.53
2.43,98.6,71.7,5.8,1.0,2,13.51
3.55,92.9,98.6,9.21,0.0,3,19.25
15.03,93.2,49.5,9.89,4.31,4,9.87
0.0,85.7,43.1,5.98,1.97,5,18.12
15.54,90.9,24.4,8.57,0.0,4,6.65
4.29,98.9,50.6,5.4,3.02,3,5.38
0.32,74.7,16.6,5.14,1.18,4,136.27
0.01,50.3,89.7,5.68,6.18,3,59.93
2.28,95.1,40.5,6.23,0.0,3,26.45
0.0,86.8,17.8,9.77,9.72,5,0.0
0.36,58.3,99.3,4.7,0.0,4,166.44
4.42,98.2,22.0,9.36,5.38,2,0.0
3.16,96.7,20.7,9.02,0.97,2,2.54
0.0,91.9,84.8,5.25,7.17,5,0.0
15.51,92.9,99.4,4.68,7.56,4,0.0
16.39,99.8,22.8,6.74,1.1,4,4.32
3.89,93.4,23.1,6.84,2.9,3,4.04
1.93,90.7,54.6,4.55,3.06,2,15.23
9.09,93.0,48.7,8.69,0.0,4,79.12
15.9,94.0,72.8,4.35,8.27,1,0.0
0.0,85.9,50.4,5.98,0.0,5,19.76
19.7,98.9,89.1,5.05,0.0,1,2.99
3.93,98.7,61.0,5.37,0.0,3,9.05
13.68,95.3,43.9,6.44,0.0,1,22.59
2.69,93.0,68.8,6.14,4.7,2,7.52
0.0,90.7,79.8,6.71,12.07,5,0.0
0.0,89.3,36.2,5.2,10.31,5,0.0
12.03,95.0,36.2,6.87,12.39,1,0.0
5.98,94.6,17.7,9.71,4.44,4,56.62
15.55,97.6,35.4,9.09,10.16,4,0.0
0.02,52.0,63.0,5.72,4.99,1,199.82
2.92,96.9,79.8,5.58,0.0,2,9.37
0.0,91.4,47.7,6.76,12.27,5,0.0
0.0,98.7,57.3,6.91,0.0,5,9.91
0.0,98.4,84.8,5.5,0.0,5,8.5
17.73,97.4,78.2,5.08,0.0,1,8.08
2.15,95.4,70.1,9.94,8.23,2,6.06
5.81,100.0,49.6,6.22,0.0,3,0.0
4.93,95.3,91.9,8.9,0.0,3,10.67
0.0,85.2,89.3,5.95,2.6,5,18.91
0.12,70.1,35.7,6.67,1.76,4,168.85
4.53,94.4,68.6,5.48,0.0,3,8.48
4.85,94.3,76.1,10.0,0.0,3,11.5
15.39,93.5,29.4,9.48,0.0,4,14.35
13.93,99.9,79.9,6.39,0.0,1,20.13
0.3,51.7,92.6,9.23,0.0,4,166.97
0.0,90.7,25.9,5.26,0.0,5,0.0
2.02,99.7,15.7,6.06,0.0,2,3.77
1.4,95.2,33.7,6.59,0.0,2,25.58
11.23,97.0,72.1,5.3,0.0,1,45.97
2.42,90.5,56.1,9.04,0.0,3,32.04
4.57,95.1,92.6,6.46,5.06,3,0.0
15.59,96.9,96.9,5.78,0.0,1,8.78
3.37,91.3,99.0,6.18,0.0,3,15.45
0.0,86.7,95.5,6.94,8.39,5,4.04
8.11,95.8,83.0,6.94,5.17,1,29.47
0.0,85.9,42.6,5.94,4.63,5,14.97
16.24,91.6,37.1,5.95,0.0,1,8.95
0.02,63.6,94.4,5.52,15.19,1,0.0
4.98,97.4,36.8,6.32,0.0,2,0.0
16.21,99.0,85.6,9.73,0.0,4,7.93
2.41,93.3,19.1,4.87,9.69,3,2.81
0.1,60.9,32.2,6.81,0.0,3,58.96
0.3,82.1,61.0,5.06,0.0,2,46.95
2.75,98.6,30.6,4.14,0.0,2,9.59
15.92,97.2,36.2,9.49,3.05,4,10.81
15.26,92.8,29.2,6.64,0.0,1,9.64
2.8,95.5,54.9,9.47,0.0,3,28.17
0.0,93.6,56.1,6.77,0.0,5,9.77
9.42,93.3,25.7,6.91,0.0,4,32.86
5.03,93.0,25.6,5.64,0.0,3,4.32
3.21,99.8,88.4,6.96,0.0,2,9.96
0.0,53.0,44.3,5.32,0.0,5,136.02
0.0,73.0,90.3,5.42,0.0,5,68.44
0.0,88.9,72.6,6.57,4.98,5,7.52
16.54,96.5,25.6,6.78,12.66,4,0.0
15.11,97.5,34.2,5.62,10.93,4,0.0
16.05,90.1,81.4,6.79,0.0,4,9.47
0.0,87.9,34.9,5.07,0.0,5,13.44
18.06,98.0,49.7,5.93,0.0,1,8.93
0.12,60.1,19.9,6.16,0.0,2,48.85
4.92,94.9,76.6,6.32,2.83,2,0.0
4.01,90.1,44.2,4.21,4.14,3,3.07
0.2,62.2,98.5,6.73,0.0,4,168.0
0.0,86.7,39.6,6.82,10.62,5,0.0
8.87,99.3,19.4,6.07,0.0,1,14.08
12.45,96.7,28.0,9.38,0.0,4,43.58
3.02,96.7,33.0,9.75,4.02,2,10.04
12.3,90.5,70.5,4.27,2.21,1,32.11
0.0,81.3,16.6,6.57,0.0,5,20.98
0.0,90.4,65.0,6.5,0.0,5,9.5
0.02,69.7,89.0,6.93,0.0,2,49.77
0.0,81.3,70.2,9.36,0.0,5,52.17
0.24,53.9,32.4,5.48,0.0,1,197.61
17.73,96.8,53.5,6.26,19.46,4,0.0
3.26,92.8,75.1,6.43,0.0,2,9.43
3.29,92.5,86.2,6.86,0.0,2,9.86
15.41,92.1,40.3,4.42,0.0,1,7.42
13.08,98.7,49.8,6.22,6.13,1,8.91
3.23,97.5,26.2,6.96,5.29,3,2.47
0.33,83.3,22.2,5.84,3.98,4,120.43
2.59,91.3,55.3,8.97,7.52,3,8.52
11.45,98.6,17.7,5.01,0.0,1,8.7
4.61,91.6,86.4,6.51,0.0,2,3.86
1.25,94.4,46.3,5.13,0.0,2,25.67
16.94,97.8,58.7,6.53,0.0,4,0.0
0.17,73.5,19.7,5.2,15.78,1,0.0
0.2,69.8,34.5,5.99,0.8,2,47.98
13.57,92.7,60.1,8.5,0.0,4,29.72
12.22,95.6,54.7,6.26,7.62,1,11.8
16.45,96.3,72.2,4.28,0.0,4,5.53
0.16,62.5,77.3,5.81,0.0,2,48.45
14.75,92.5,75.9,8.54,2.57,4,13.16
8.26,97.3,25.4,5.31,0.0,4,37.87
2.97,93.0,38.4,6.68,8.99,2,0.0
0.07,76.7,53.5,6.43,0.0,1,199.32
3.14,95.1,95.5,9.41,1.17,3,22.77
3.74,90.9,84.4,9.27,0.0,2,12.57
2.79,92.7,53.2,8.57,8.96,3,6.77
16.27,98.7,75.0,5.93,0.0,1,8.93
0.07,71.7,33.1,8.82,0.0,3,59.26
17.77,91.4,22.4,5.75,0.0,1,0.0
1.22,97.0,51.1,9.23,0.0,2,34.51
4.45,91.4,74.6,5.11,9.88,3,0.0
3.11,99.6,66.6,6.94,6.91,2,0.0
16.44,94.4,30.7,5.94,0.0,4,5.58
4.31,95.7,91.4,9.03,0.0,3,13.84
17.37,93.0,44.6,6.46,1.6,1,7.87
3.35,92.9,80.0,5.14,5.63,2,0.0
10.03,96.7,91.5,5.48,3.75,1,54.46
13.33,98.9,75.0,6.49,0.0,4,26.17
16.94,91.5,85.2,6.43,0.0,1,9.43
5.64,96.3,23.8,5.13,1.74,1,20.01
0.22,63.2,57.7,5.67,9.25,1,120.73
0.16,56.1,91.1,9.49,0.0,2,48.39
7.42,94.0,47.6,4.82,0.0,1,83.62
3.9,95.0,50.6,6.35,5.89,2,0.0
0.05,75.2,79.1,9.85,0.0,4,169.46
0.23,64.6,32.8,6.09,0.0,4,167.71
12.77,93.8,75.2,9.92,0.0,4,40.51
0.25,83.6,91.9,8.51,7.01,4,110.05
0.0,88.0,78.7,6.82,0.0,5,15.11
1.41,96.9,89.6,5.56,0.0,2,24.5
0.0,51.4,40.8,5.56,4.77,5,135.41
6.38,92.6,65.7,6.8,7.72,1,35.33
3.66,98.2,27.2,8.89,0.0,3,8.8
0.0,57.2,27.6,5.54,4.17,5,116.48
3.67,92.6,84.6,5.72,2.35,3,9.67
14.25,91.6,42.9,6.49,0.0,4,17.0
0.0,89.9,86.0,8.61,0.54,5,12.9
2.45,93.0,80.7,8.74,2.66,2,16.81
18.18,93.8,82.8,5.82,0.0,1,8.82
10.76,98.1,59.2,9.9,1.71,4,61.6
0.0,90.9,53.4,5.48,0.0,5,8.48
4.54,90.5,81.9,9.25,14.49,3,0.0
0.0,92.8,46.9,4.07,0.0,5,7.07
15.48,92.9,43.9,9.95,2.78,4,11.69
3.06,95.5,90.5,5.1,9.21,2,0.0
14.68,93.5,53.6,6.46,0.0,4,12.66
14.22,93.3,68.2,5.24,3.78,1,12.25
14.93,92.7,94.1,6.7,0.0,4,10.44
4.33,99.9,48.2,6.49,0.0,3,9.49
13.16,96.5,98.2,9.97,0.0,4,36.1
12.15,94.7,34.0,5.06,4.18,1,32.37
0.05,75.5,35.5,4.23,0.5,2,49.54
0.0,92.3,29.2,6.54,2.41,5,7.13
6.26,91.7,26.0,6.17,4.08,4,46.24
16.77,92.5,74.2,4.99,0.0,1,7.99
0.01,58.0,28.7,5.93,5.48,2,49.91
2.84,94.8,72.4,4.59,8.64,2,0.0
15.5,91.1,67.4,6.87,0.0,1,9.87
1.6,98.6,47.5,5.11,0.0,2,22.12
2.02,90.2,54.7,6.17,9.25,3,7.9
6.13,99.8,80.5,5.86,3.32,1,94.2
5.72,98.0,92.4,5.13,15.32,4,0.0
2.7,93.1,16.9,8.75,0.75,2,3.23
0.18,67.1,88.0,9.85,2.85,3,58.25
5.39,91.7,24.8,5.68,0.0,3,4.34
1.01,93.2,63.8,9.93,2.86,3,45.95
13.17,98.7,94.7,5.04,0.0,4,26.36
0.0,97.8,48.3,9.07,3.62,5,9.72
2.73,99.6,36.5,6.39,0.0,3,22.12
4.35,93.1,28.1,8.52,0.0,3,13.25
16.62,92.9,33.7,4.09,11.65,1,0.0
3.49,94.7,34.5,9.28,0.0,3,20.01
0.22,56.7,66.5,4.03,0.0,2,47.77
13.25,97.6,78.3,5.2,15.89,4,0.0
5.6,97.4,23.8,5.77,19.08,3,0.0
15.12,97.2,24.1,5.43,0.0,1,0.0
4.99,97.9,31.7,6.63,6.4,2,0.0
3.28,96.4,30.1,6.88,0.0,3,17.09
7.49,91.6,90.9,5.42,0.0,1,83.49
13.18,94.1,37.8,6.44,0.0,1,27.64
0.0,94.6,37.0,9.35,6.84,5,2.54
0.05,58.4,26.9,9.59,4.97,3,59.53
18.21,97.9,79.0,6.74,2.26,1,7.48
0.0,87.3,22.8,5.82,3.9,5,2.39
2.64,92.7,74.5,5.92,0.0,2,12.53
0.22,72.2,65.0,5.99,0.0,3,57.85
0.0,89.0,84.3,5.7,0.0,5,11.41
12.96,96.9,56.6,4.64,0.0,1,27.99
17.06,96.6,52.6,5.2,1.53,4,0.0
14.62,99.5,38.3,5.67,0.0,1,12.43
0.0,94.7,85.5,5.18,7.35,5,0.0
6.05,95.8,81.1,5.28,0.0,4,97.82
0.0,45.1,37.2,9.84,0.0,5,193.7
16.1,94.5,21.7,9.29,1.65,4,6.12
4.54,94.4,87.9,9.23,0.0,3,14.06
12.84,95.6,41.4,5.56,0.0,4,30.2
0.0,83.5,21.2,5.46,0.0,5,16.5
2.55,99.1,99.8,9.1,0.0,2,19.08
0.0,73.6,98.4,6.95,0.0,5,68.28
3.48,98.7,58.6,9.03,6.67,3,4.87
0.28,70.2,68.7,9.55,0.0,3,57.2
0.01,61.2,98.7,5.96,0.0,1,199.92
0.0,85.2,66.6,9.56,7.66,5,7.97
16.16,93.4,67.6,6.52,10.93,4,0.0
14.25,91.7,50.5,6.63,0.0,1,17.09
0.38,67.7,80.3,9.19,3.57,3,56.19
10.27,97.4,90.9,8.82,15.01,4,0.0
12.22,94.3,70.2,6.34,0.0,1,37.09
4.56,93.7,28.2,6.32,0.0,2,4.37
2.72,94.0,70.6,5.47,0.0,2,11.23
1.85,94.9,34.0,8.59,0.0,3,38.09
0.18,50.6,64.5,9.67,3.21,3,58.21
10.11,98.6,36.9,5.91,0.0,1,57.84
5.49,91.3,46.1,8.58,0.0,3,5.08
16.4,97.4,83.8,9.23,5.7,1,3.0
4.49,98.7,95.4,6.07,0.0,3,9.07
0.18,69.0,88.9,5.64,0.0,3,58.24
3.07,90.7,29.0,9.01,6.43,3,6.83
0.0,88.6,35.6,6.52,0.0,5,13.2
0.27,59.9,88.9,5.9,0.0,3,57.35
1.22,91.2,79.1,9.45,19.19,3,0.0
2.55,94.1,45.2,8.77,0.0,2,18.72
13.42,99.2,93.6,5.11,3.85,1,20.03
0.0,78.4,34.3,4.44,0.0,5,48.8
0.37,82.0,23.7,5.17,0.0,4,124.77
7.38,97.6,29.1,5.55,0.0,1,84.78
3.35,96.4,79.0,5.95,1.24,3,14.23
2.39,91.0,53.1,9.89,0.0,3,33.31
0.3,79.8,98.6,4.81,2.89,3,57.05
3.56,93.7,67.7,6.81,3.17,2,6.64
1.88,92.3,20.8,6.6,0.0,2,4.16
15.11,94.7,70.3,6.66,8.6,4,0.0
0.0,82.8,53.0,5.76,0.0,5,35.73
1.48,97.2,18.3,6.84,18.33,2,0.0
8.49,94.7,22.8,5.65,0.0,1,14.75
0.0,60.7,46.6,6.39,0.0,5,111.12
0.09,54.6,48.7,9.84,7.6,3,59.12
0.03,81.8,57.8,9.4,6.2,2,42.21
10.23,95.8,39.9,6.74,0.0,1,57.47
3.83,98.5,89.4,5.93,0.46,3,10.14
13.01,90.3,18.5,5.59,6.84,4,4.33
11.72,91.3,59.1,5.89,1.9,1,39.78
0.28,58.7,28.6,4.05,14.2,2,0.0
0.0,96.5,18.0,6.8,4.95,5,0.0
0.19,59.9,68.4,6.65,0.3,2,48.1
0.0,96.9,92.8,4.61,0.0,5,7.61
3.19,99.5,70.1,5.13,0.0,2,8.13
13.41,90.1,63.6,4.51,5.99,4,6.99
0.0,87.6,72.7,5.8,0.0,5,15.11
5.22,90.5,95.1,9.96,0.0,4,117.76
0.22,76.6,67.4,6.45,0.0,2,47.83
1.18,97.6,55.3,8.56,0.4,2,33.79
14.37,94.9,57.2,6.97,7.66,1,3.46
19.95,91.5,20.7,5.02,11.05,1,0.0
2.86,95.0,74.0,5.44,0.0,2,9.86
15.7,96.3,93.9,5.9,1.95,4,6.94
0.0,79.4,16.2,5.31,0.0,5,23.3
10.62,95.8,20.1,9.98,0.0,4,32.67
0.0,88.2,36.4,5.18,0.0,5,12.89
3.87,98.7,50.2,5.75,0.0,3,10.06
0.32,53.5,81.7,5.34,16.76,3,0.0
0.0,95.1,54.1,6.14,8.84,5,0.0
1.06,98.7,38.4,5.98,7.39,3,12.4
5.5,91.7,45.7,6.41,8.85,4,38.21
2.9,99.7,29.2,6.25,7.71,2,0.0
9.97,92.3,70.4,4.74,4.03,1,53.98
13.92,98.8,42.9,8.6,0.0,4,25.73
13.79,98.6,31.9,4.21,2.36,4,16.97
0.16,52.7,76.8,5.37,0.0,3,58.36
0.19,73.3,30.2,5.02,4.21,2,48.06
3.22,96.4,68.1,6.19,0.49,2,8.7
16.66,99.2,46.1,6.82,2.61,4,3.36
4.42,93.1,95.9,4.08,5.9,2,0.0
12.74,94.4,24.7,6.43,2.92,4,14.57
2.46,99.1,87.9,4.83,0.0,2,13.27
12.76,91.1,34.6,5.7,8.61,1,8.99
3.56,96.4,91.1,9.36,7.41,3,4.3
0.36,60.4,72.2,9.48,2.75,4,166.39
0.0,95.9,43.2,5.69,0.21,5,8.48
13.87,99.5,23.5,5.28,6.28,1,0.0
0.2,84.5,71.4,5.36,3.67,1,198.02
0.0,84.4,37.3,5.11,0.0,5,29.52
0.0,91.5,55.4,6.09,3.24,5,5.85
7.22,100.0,86.0,5.62,14.51,1,0.0
4.18,98.2,38.1,4.18,0.0,3,7.18
5.09,92.5,39.6,9.19,10.89,3,0.0
3.82,93.0,32.0,5.23,5.55,3,0.0
0.0,98.1,48.3,6.74,0.0,5,9.74
14.28,91.7,50.3,8.75,0.0,4,21.83
16.65,92.4,42.9,5.76,9.8,4,0.0
5.9,93.5,39.5,5.07,6.36,1,37.07
3.6,98.8,94.7,5.69,0.0,2,8.69
12.18,93.2,95.1,6.86,1.18,1,36.85
0.26,70.0,29.6,8.65,0.0,4,167.38
15.77,97.3,30.1,5.02,0.0,4,8.02
0.0,95.2,32.4,6.29,0.0,5,9.29
0.0,85.6,58.6,6.82,9.18,5,4.85
11.7,96.9,96.1,8.94,2.17,4,49.19
4.36,94.1,88.3,8.99,0.0,2,6.41
0.07,72.0,75.8,8.97,0.0,3,59.31
16.87,99.1,87.3,5.04,1.01,1,7.03
0.0,92.9,49.2,6.72,0.0,5,9.72
1.1,93.4,73.9,4.04,0.0,2,26.03
2.55,92.5,93.3,6.2,0.0,3,23.68
3.96,96.1,44.0,5.0,4.3,3,4.13
0.0,93.2,97.0,5.1,0.0,5,8.1
14.6,94.2,98.4,5.62,0.0,4,12.59
15.91,90.4,63.1,8.72,0.0,4,10.88
12.86,98.5,88.1,6.61,0.0,4,31.05
0.0,94.8,19.5,6.69,4.53,5,0.0
10.19,98.5,16.6,5.76,0.0,1,11.38
0.14,62.6,68.7,6.89,0.0,2,48.63
16.59,91.5,60.9,5.51,3.95,1,4.56
13.25,95.0,53.1,9.05,7.05,4,10.36
15.58,95.2,33.7,5.91,1.37,1,7.54
4.13,90.9,97.7,8.75,0.0,3,13.51
0.0,76.3,91.0,9.05,0.0,5,71.24
13.81,92.7,73.1,5.32,6.16,4,5.63
0.09,56.5,65.4,9.52,1.2,3,59.1
3.93,98.2,92.5,6.35,0.0,3,10.04
4.06,92.4,41.8,6.21,0.0,3,9.21
0.0,84.9,25.7,9.17,13.27,5,0.0
0.0,94.0,95.1,9.21,4.63,5,8.71
0.0,91.4,85.9,6.59,0.0,5,9.59
2.58,93.8,82.1,9.26,4.48,3,25.29
0.0,93.6,85.7,5.07,0.75,5,7.32
4.77,95.7,67.6,6.33,0.0,3,9.33
17.1,92.0,46.7,6.93,0.0,1,9.93
0.37,65.6,26.6,9.7,9.1,4,68.82
12.94,91.2,37.6,5.91,1.44,1,28.08
0.0,86.2,48.8,5.64,1.34,5,17.15
11.3,91.0,83.6,8.74,5.63,4,19.81
0.0,65.0,27.0,4.54,0.0,5,47.08
6.87,94.4,40.3,6.32,10.62,1,0.0
0.33,83.3,25.6,5.54,0.0,1,122.87
0.0,90.1,64.4,6.79,0.0,5,9.79
5.17,97.8,94.6,6.33,5.76,1,40.77
2.76,91.8,44.1,5.62,3.8,2,7.25
3.36,90.0,64.5,6.53,0.0,3,15.9
15.69,93.6,89.3,4.1,0.75,1,6.34
9.02,90.2,68.3,6.38,0.0,4,69.14
16.72,98.3,52.1,4.82,18.9,4,0.0
3.07,96.5,72.2,6.47,0.0,3,18.81
3.21,96.2,65.9,5.78,0.0,2,8.78
15.42,96.5,55.8,5.21,0.0,1,8.21
0.19,72.9,77.6,5.37,4.06,3,58.07
0.16,59.0,49.1,5.35,0.0,3,58.39
0.0,59.1,42.2,6.32,1.71,5,114.34
8.64,94.5,25.0,6.09,9.53,1,5.06
3.09,92.2,44.2,6.01,0.0,3,18.11
0.0,95.3,81.6,9.05,0.0,5,13.86
2.32,92.7,90.6,4.81,8.0,2,2.66
13.5,97.3,26.0,6.19,0.0,1,4.83
16.4,93.0,84.3,5.72,18.99,4,0.0
0.0,89.7,23.0,6.11,7.64,5,0.0
4.32,96.4,74.7,5.25,19.15,3,0.0
1.13,99.3,35.5,5.45,0.0,2,27.13
14.72,91.3,64.0,6.22,0.0,1,12.04
0.0,50.3,62.4,5.31,19.44,5,0.0
1.6,98.2,80.2,5.35,0.0,2,22.36
13.59,96.2,95.3,6.16,12.59,1,0.0
3.0,92.0,87.5,6.6,0.0,2,9.6
3.33,98.8,56.6,5.06,5.22,2,0.0
0.0,68.8,92.5,6.68,0.0,5,84.19
4.29,93.4,72.8,8.5,0.0,3,13.23
0.14,77.7,62.0,5.68,5.36,2,40.66
18.69,98.4,61.8,6.73,0.0,1,9.73
0.0,60.9,98.6,4.59,4.63,5,102.12
12.51,94.8,44.8,4.23,0.0,1,32.11
0.12,79.4,49.4,9.6,2.19,4,168.83
0.0,94.3,94.5,5.74,0.0,5,8.74
0.31,69.2,93.2,5.36,0.0,1,196.86
0.0,94.7,44.3,5.83,8.17,5,0.0
3.37,94.3,67.9,5.52,0.0,2,8.52
4.02,98.0,53.9,8.63,0.0,3,13.37
11.33,93.5,65.2,5.01,19.64,1,0.0
0.33,73.2,66.7,6.1,4.15,2,46.69
1.81,98.6,94.8,4.27,14.18,2,0.0
3.19,99.3,31.2,9.54,0.0,3,23.77
2.14,90.9,35.3,6.84,0.0,3,28.42
2.02,91.5,97.3,5.31,0.0,2,18.08
2.73,91.6,85.2,5.69,0.0,2,11.43
0.0,58.2,27.9,5.71,8.81,5,42.93
4.2,92.7,58.3,6.06,2.13,3,6.92
0.0,67.1,47.5,5.47,0.0,5,88.48
0.05,70.8,63.7,9.11,16.28,3,0.0
0.24,78.9,66.6,6.6,5.11,1,102.07
8.43,91.1,84.8,4.28,14.02,4,0.0
0.24,63.7,25.9,9.02,0.0,4,167.56
0.2,51.3,48.3,5.42,2.61,2,48.04
18.57,91.8,96.2,4.17,4.38,1,2.79
0.06,81.3,77.6,6.24,0.0,1,199.38
12.56,93.7,93.6,5.62,0.0,1,33.0
11.07,97.0,41.6,9.94,0.0,4,59.32
2.51,99.5,65.8,6.36,0.0,2,14.29
17.35,90.4,42.1,5.63,0.0,1,8.63
0.18,52.8,68.7,6.73,5.34,1,137.27
1.03,95.4,31.6,5.74,0.0,2,28.46
17.49,92.1,42.1,8.88,2.85,1,10.39
3.78,94.0,21.0,8.89,8.55,3,0.0
5.72,94.4,69.2,6.48,1.27,3,2.78
12.48,92.6,26.5,9.77,4.81,4,19.06
0.0,98.9,51.3,6.52,0.3,5,9.22
0.06,75.9,57.0,4.9,0.0,3,59.44
13.62,90.8,55.8,5.33,0.0,4,22.15
0.0,88.5,56.2,6.61,0.0,5,13.63
0.0,93.6,45.6,6.55,4.69,5,4.86
2.84,92.7,72.6,4.1,0.0,2,8.66
0.11,79.9,73.9,9.94,0.0,4,168.88
17.02,93.5,65.4,6.3,2.24,1,7.06
2.42,92.0,38.5,9.83,19.49,2,0.0
17.05,92.3,45.6,9.32,0.0,4,0.0
0.39,77.0,25.0,5.25,0.0,2,46.14
2.25,99.7,89.7,5.19,0.0,2,15.69
0.0,91.3,98.2,6.8,0.0,5,9.8
3.29,93.5,45.6,5.7,5.9,2,0.0
4.02,95.2,86.9,9.99,0.0,3,14.94
4.38,92.7,92.0,5.0,0.11,3,7.89
14.36,97.5,86.8,4.5,2.23,1,11.68
3.61,98.5,52.5,4.78,3.75,3,7.94
5.3,99.9,43.2,5.68,2.4,4,103.31
14.83,97.2,69.6,9.31,8.88,4,2.36
0.06,60.0,28.2,5.32,18.22,1,0.0
0.18,52.0,60.7,6.3,17.76,1,0.0
7.85,96.2,32.5,6.82,0.0,1,81.33
2.91,99.8,59.0,6.51,1.83,2,8.53
0.05,64.1,78.9,9.95,7.13,3,59.45
12.43,98.4,89.4,8.52,5.85,4,14.45
8.25,99.0,30.2,5.16,0.0,1,75.64
0.0,89.1,26.6,6.2,0.0,5,2.3
0.0,88.2,29.1,9.63,0.0,5,19.83
0.0,85.1,56.8,6.48,3.8,5,18.48
0.0,95.8,56.9,6.75,3.51,5,6.24
16.57,96.4,20.0,5.02,0.0,4,4.01
5.03,94.6,94.4,6.4,4.34,3,5.07
17.29,92.5,43.5,4.55,0.0,1,7.55
0.0,86.6,38.6,5.32,0.0,5,17.13
0.0,95.3,30.7,6.95,0.0,5,9.95
4.03,99.3,22.1,5.9,7.41,3,0.0
4.55,92.6,44.3,6.11,9.81,3,0.0
5.56,96.4,83.5,9.32,10.64,4,0.0
8.49,99.0,78.6,8.93,0.0,4,85.09
0.0,45.9,23.5,5.24,3.62,5,77.59
3.39,96.0,57.5,6.19,6.12,2,0.0
