Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
5.18,91.0,70.8,6.98,0.0,2,18.13
0.0,71.4,28.7,5.82,0.0,5,8.3
0.32,71.3,71.8,6.92,0.0,3,45.0
3.98,91.6,62.7,9.0,9.49,1,0.0
3.46,95.0,99.4,6.96,0.0,1,15.38
8.93,92.0,59.1,9.37,1.46,4,13.16
5.3,90.7,20.4,5.52,0.0,3,6.1
5.59,97.5,25.9,4.46,10.99,1,0.0
5.81,99.8,30.4,5.34,0.0,2,5.57
0.01,79.8,32.0,5.36,0.0,2,45.0
5.62,96.6,43.2,6.73,0.0,3,21.16
3.5,91.7,83.9,6.93,2.06,1,12.89
0.0,68.3,48.4,9.75,2.33,5,22.45
8.99,91.8,57.0,5.9,1.31,3,7.23
0.0,63.9,22.2,6.65,0.0,5,6.35
8.22,99.1,29.2,4.8,15.95,3,0.0
4.51,95.5,50.3,8.71,1.8,1,9.69
4.49,94.1,47.0,6.66,3.0,1,5.33
7.1,98.8,70.4,6.44,0.0,3,13.43
6.04,94.0,42.8,5.65,0.0,4,28.13
2.39,97.0,54.8,5.73,0.0,1,22.84
0.0,45.5,36.7,5.51,0.0,5,45.0
0.0,78.1,15.5,5.14,2.77,5,0.0
7.15,92.9,81.5,9.73,6.97,2,0.0
4.7,90.1,30.3,6.25,0.0,2,12.08
2.62,94.3,98.8,6.19,0.0,1,22.95
4.85,96.2,73.1,9.56,0.77,2,26.77
5.05,99.3,55.3,4.87,12.05,1,0.0
0.0,80.7,28.7,4.62,15.96,5,0.0
0.0,61.4,54.0,5.31,0.0,5,32.24
10.78,94.3,33.7,8.84,1.36,4,7.17
4.17,97.4,68.7,5.55,0.0,2,26.87
6.53,91.1,99.6,6.67,0.0,3,19.34
6.73,90.3,30.8,6.56,0.0,4,17.75
6.74,94.9,71.4,5.14,2.25,2,5.89
6.7,97.8,23.0,9.76,3.69,2,5.21
0.0,81.0,41.0,8.86,8.24,5,0.0
3.65,96.3,80.6,9.44,3.02,1,14.9
3.56,99.5,86.3,9.36,2.73,1,16.08
10.52,94.1,48.0,4.35,14.54,4,0.0
3.94,92.9,81.1,5.17,0.0,1,8.78
6.72,91.3,63.5,9.04,6.21,2,0.0
0.0,68.9,71.1,9.92,3.24,5,25.19
4.0,91.7,34.4,9.62,0.97,1,8.16
7.04,97.6,23.9,5.46,0.0,3,0.0
7.4,97.1,88.4,4.55,10.12,2,0.0
0.12,81.6,66.6,6.5,0.0,4,45.0
6.47,99.5,41.9,9.2,0.8,2,9.45
0.12,79.7,79.0,6.5,0.0,1,45.0
0.0,74.5,19.5,5.11,0.0,5,0.0
10.0,94.5,20.7,4.08,19.51,4,0.0
0.0,73.9,19.3,6.36,0.0,5,0.0
0.07,77.2,88.0,5.44,0.0,3,45.0
8.48,97.3,46.4,8.71,3.83,3,7.17
0.36,61.4,38.0,6.1,0.0,4,45.0
0.27,72.6,75.0,5.54,0.0,1,45.0
4.52,93.2,95.7,8.72,5.78,1,0.0
3.03,98.8,51.2,5.97,0.0,2,33.39
0.0,71.9,86.5,6.48,0.0,5,15.7
5.97,95.6,24.0,5.54,0.0,4,19.43
7.57,96.6,43.7,9.91,5.72,4,7.41
0.0,54.2,49.3,6.78,0.0,5,42.86
4.78,90.7,89.5,8.71,6.03,1,0.0
4.3,90.7,26.1,5.81,0.0,2,12.88
0.05,50.0,92.7,6.12,0.0,4,45.0
7.62,93.3,77.0,9.89,6.58,3,0.0
10.62,94.0,74.2,9.99,1.78,4,12.9
0.21,76.1,42.9,5.55,0.0,1,45.0
4.58,96.1,38.2,9.69,1.8,1,8.33
7.02,94.3,18.5,9.34,1.59,2,6.19
4.15,97.5,89.2,5.42,0.0,2,26.93
8.56,98.6,20.4,5.77,0.0,4,6.58
0.0,79.9,16.0,9.41,8.3,5,0.0
4.28,99.9,26.8,4.15,17.22,1,0.0
4.59,97.0,17.2,6.86,2.64,1,0.0
0.26,76.0,77.8,5.97,0.0,4,45.0
0.05,84.1,76.5,5.75,0.0,4,45.0
5.02,91.2,54.0,4.69,12.31,1,0.0
6.1,90.2,29.2,5.65,2.22,2,0.0
7.83,99.5,91.1,9.47,7.3,4,7.76
9.6,93.1,30.2,5.04,4.88,4,0.0
8.0,93.3,16.6,8.56,0.59,4,12.06
5.97,99.7,60.5,6.76,0.0,4,40.08
0.0,84.0,51.2,8.96,6.96,5,0.0
7.78,96.2,48.5,5.95,1.42,3,6.2
0.0,83.0,84.5,4.13,15.52,5,0.0
3.33,99.3,95.5,6.78,0.0,1,16.53
0.0,82.0,42.6,6.15,0.38,5,6.43
4.42,95.9,17.4,9.3,7.36,1,0.0
0.0,51.0,24.9,6.38,0.0,5,37.34
4.05,90.2,81.6,9.77,6.35,1,0.0
0.12,61.4,39.9,5.12,0.0,1,45.0
8.63,92.0,89.3,6.77,0.12,3,9.65
3.09,99.6,47.0,6.58,0.0,1,14.91
0.0,84.0,61.3,9.98,9.77,5,0.0
0.0,81.1,79.4,9.01,3.41,5,9.89
8.17,91.5,26.2,6.85,0.6,3,0.0
0.0,72.2,97.8,9.57,6.7,5,5.27
6.72,90.3,36.6,5.55,0.0,3,10.46
3.23,99.3,36.9,5.99,0.0,2,23.71
7.23,90.7,76.1,5.46,0.45,4,25.69
0.0,50.7,89.7,5.55,0.0,5,45.0
0.01,69.3,43.6,5.51,0.0,2,45.0
0.08,84.1,52.5,5.93,0.0,1,45.0
0.0,71.6,34.7,8.88,5.81,5,0.0
0.14,55.3,30.8,5.68,0.0,3,45.0
0.0,81.1,86.0,8.5,5.31,5,0.0
7.69,90.1,100.0,9.99,5.75,2,0.0
0.1,59.1,57.3,6.08,0.0,2,45.0
0.04,50.9,84.9,5.48,0.0,1,45.0
0.0,78.0,81.9,9.08,7.21,5,0.0
9.95,94.8,42.8,9.69,8.93,2,0.0
6.81,93.3,58.6,6.09,0.0,3,15.58
0.0,79.3,18.4,8.64,5.31,5,0.0
0.0,56.5,50.5,6.87,0.0,5,39.95
9.08,95.7,72.5,6.5,4.5,4,0.0
0.0,73.6,17.8,5.58,0.0,5,0.0
5.02,93.4,91.2,4.02,16.68,1,0.0
0.0,45.5,71.3,6.56,0.0,5,45.0
0.0,53.3,24.0,6.73,0.0,5,10.64
6.11,97.0,39.9,6.91,1.66,3,15.35
0.0,76.2,48.8,8.64,9.7,5,0.0
0.0,71.3,47.4,6.34,0.0,5,13.57
11.29,95.1,82.9,9.47,7.58,3,0.0
0.0,76.6,65.0,8.97,9.07,5,0.0
5.9,94.6,26.6,8.87,7.62,1,0.0
0.0,71.7,63.7,6.78,0.52,5,15.81
3.43,96.6,61.9,9.44,6.05,1,5.55
0.0,68.6,94.8,6.61,0.0,5,22.48
0.0,82.4,19.4,4.73,19.08,5,0.0
9.02,99.7,27.1,8.75,8.12,4,0.0
3.46,90.8,50.6,6.19,4.21,1,8.89
0.11,53.0,30.5,5.57,0.0,2,45.0
8.81,97.2,85.4,5.08,0.0,4,10.02
4.01,96.4,84.2,5.27,3.07,1,5.2
0.05,69.6,61.0,5.05,0.0,3,45.0
0.15,73.2,24.6,5.78,0.0,3,45.0
9.56,92.1,60.3,9.18,9.02,4,0.0
10.78,98.7,46.5,4.07,11.24,3,0.0
9.99,97.4,53.4,4.15,14.83,4,0.0
8.23,97.9,28.6,5.53,0.0,4,8.39
4.06,92.5,27.8,6.46,1.74,1,0.0
3.79,93.2,92.0,6.49,0.0,1,11.59
3.58,98.6,87.4,9.91,8.75,1,0.0
0.12,58.7,18.6,5.62,0.0,3,45.0
0.0,70.7,16.4,9.47,4.68,5,0.0
0.14,76.5,83.1,6.07,0.0,2,45.0
7.83,92.7,85.1,6.64,0.0,4,21.33
0.0,67.0,49.7,6.24,0.0,5,21.23
11.85,96.0,50.6,9.45,5.28,4,0.0
0.24,50.2,92.0,6.01,0.0,1,45.0
0.0,64.3,44.5,5.82,0.0,5,23.05
0.12,59.8,21.2,6.07,0.0,1,45.0
7.15,91.7,71.9,6.12,0.0,3,12.58
7.7,97.0,36.1,5.85,0.0,4,13.84
5.74,96.8,76.6,6.77,0.0,2,12.34
6.56,93.2,77.6,5.71,2.58,2,6.13
10.04,94.2,57.5,9.71,0.51,4,13.49
11.24,90.7,86.9,9.86,6.98,3,0.0
0.18,56.4,54.0,6.17,0.0,4,45.0
7.63,97.5,35.9,9.64,1.7,4,17.83
0.0,52.9,60.2,5.68,0.0,5,45.0
3.74,93.4,68.0,6.56,0.0,2,32.2
0.31,58.1,69.2,6.45,0.0,4,45.0
3.41,99.7,36.1,5.16,0.0,2,21.55
0.03,68.6,76.8,6.01,0.0,3,45.0
4.65,95.0,59.2,8.68,5.34,1,0.0
11.43,95.8,91.7,4.03,11.26,4,0.0
6.46,92.7,46.5,6.78,0.0,4,27.87
0.0,45.3,49.3,5.09,0.0,5,45.0
6.27,93.4,69.1,9.02,6.04,3,8.43
0.0,58.9,92.9,5.26,0.0,5,40.39
6.82,98.2,56.0,6.18,0.0,3,15.02
4.0,90.5,72.1,9.32,4.98,1,8.43
4.18,96.4,24.7,9.08,0.52,1,0.0
10.53,92.9,58.8,9.65,1.22,4,12.89
0.0,82.0,30.4,8.83,2.83,5,5.64
8.54,95.2,62.3,9.89,0.41,4,19.67
5.25,98.1,39.9,6.32,0.0,4,32.32
6.89,99.2,95.3,9.67,3.83,2,10.17
6.36,94.6,52.7,6.14,0.0,3,18.21
5.94,96.4,97.0,9.54,0.41,2,14.66
6.45,92.8,21.4,4.58,16.53,1,0.0
3.38,92.8,86.6,9.61,2.05,1,19.32
0.0,47.6,94.8,6.11,0.0,5,45.0
0.01,60.6,65.1,5.74,0.0,4,45.0
3.68,94.3,72.1,9.25,4.81,1,12.23
0.0,73.9,19.3,9.94,6.77,5,0.0
6.69,94.3,29.6,4.57,18.96,1,0.0
0.12,60.6,67.1,5.93,0.0,4,45.0
4.79,95.4,65.4,6.09,0.0,2,21.19
4.77,96.2,59.2,5.21,0.0,2,20.24
0.38,59.2,98.0,5.68,0.0,3,45.0
3.71,96.6,97.4,8.6,1.73,1,14.69
6.63,98.8,42.9,4.35,11.04,1,0.0
0.07,80.9,19.4,5.05,0.0,2,45.0
0.37,57.9,21.7,6.08,0.0,3,45.0
3.41,98.0,44.4,6.61,0.0,2,26.99
0.39,64.4,40.9,6.93,0.0,3,45.0
0.0,74.2,67.9,9.49,1.86,5,14.07
10.74,92.7,20.9,9.56,8.63,4,0.0
0.0,78.6,58.7,6.93,2.97,5,6.82
0.0,67.3,40.8,6.98,0.0,5,17.88
0.0,50.8,69.0,6.21,0.0,5,45.0
4.02,92.5,88.5,8.75,2.32,1,10.84
0.22,70.4,77.7,6.52,0.0,4,45.0
0.14,81.7,50.9,5.82,0.0,3,45.0
9.21,97.0,54.6,4.58,14.07,4,0.0
11.68,97.1,36.5,8.53,6.57,4,0.0
10.51,92.8,34.9,9.08,0.74,4,8.01
0.0,76.8,98.2,5.18,1.25,5,6.93
0.06,54.5,20.1,6.85,0.0,2,45.0
5.9,96.0,93.3,6.16,0.0,4,40.14
0.0,72.2,48.6,5.68,4.12,5,8.42
7.89,92.7,66.5,9.52,7.9,4,7.23
0.0,72.4,51.7,5.72,0.0,5,12.16
0.0,71.4,83.5,6.43,1.34,5,15.26
0.16,63.0,77.3,6.56,0.0,4,45.0
0.0,54.1,18.6,6.37,0.0,5,10.22
11.6,93.0,32.4,8.91,6.53,4,0.0
8.45,90.9,48.7,4.92,16.37,2,0.0
0.0,78.4,38.4,9.17,5.76,5,0.0
6.45,99.8,44.3,6.79,0.41,3,15.12
3.89,95.1,92.3,5.19,0.0,2,29.28
0.0,62.6,55.6,5.46,0.0,5,30.95
6.08,95.6,17.9,6.08,0.0,3,0.0
6.54,95.8,33.6,6.15,0.0,3,11.14
4.69,90.3,94.3,5.94,0.71,1,8.23
8.92,98.0,92.7,6.8,0.0,4,10.55
0.39,52.8,34.4,6.43,0.0,2,45.0
0.0,51.7,21.0,6.69,0.0,5,36.54
0.11,57.9,15.8,5.14,0.0,4,45.0
6.1,91.6,37.1,6.19,0.0,4,24.76
6.07,90.4,49.4,9.71,9.78,2,0.0
0.0,78.3,83.5,4.67,17.34,5,0.0
0.0,67.0,55.4,5.94,0.0,5,23.14
0.21,57.7,99.7,5.55,0.0,2,45.0
11.82,96.8,21.4,4.59,13.28,4,0.0
5.18,98.4,71.5,6.52,0.0,4,45.0
6.16,96.8,25.4,6.32,3.51,2,0.0
8.24,93.7,81.9,5.63,0.0,4,16.18
0.26,51.2,79.1,6.38,0.0,3,45.0
0.0,59.0,60.9,5.52,0.0,5,40.52
9.79,90.5,66.9,5.08,0.41,4,7.67
5.95,90.6,33.3,9.1,5.55,2,0.0
3.5,98.7,38.5,6.68,0.0,2,23.23
9.28,97.4,74.7,9.97,4.34,4,9.93
0.09,84.5,21.9,6.04,0.0,4,45.0
0.02,52.7,94.3,5.34,0.0,4,45.0
3.32,96.3,97.4,6.19,0.0,2,35.99
7.54,92.4,83.7,8.62,8.44,2,0.0
9.78,93.3,42.6,4.13,16.59,2,0.0
0.17,72.9,97.9,5.97,0.0,2,45.0
0.0,77.9,26.5,9.03,7.53,5,0.0
0.0,65.5,36.5,6.28,0.0,5,18.04
6.26,92.0,56.5,6.82,0.0,3,20.96
4.86,90.3,86.2,9.74,1.37,2,26.2
6.61,93.2,48.7,5.22,2.6,3,12.02
0.03,51.5,20.8,6.31,0.0,4,45.0
0.0,79.6,53.3,4.58,15.77,5,0.0
0.0,69.9,73.5,8.94,2.38,5,22.63
0.0,80.8,56.1,6.33,2.44,5,6.47
0.01,60.6,33.2,6.55,0.0,4,45.0
0.0,48.1,21.5,5.03,0.0,5,40.23
0.0,64.2,98.6,5.31,0.0,5,29.95
8.13,91.0,46.3,6.43,0.0,4,14.35
0.0,67.3,97.5,5.66,0.0,5,24.04
7.93,91.4,91.7,9.28,9.11,3,0.0
0.0,72.6,50.7,9.78,7.26,5,0.0
9.43,96.4,82.1,9.41,5.29,3,0.0
11.63,96.7,20.7,4.21,16.45,4,0.0
2.65,90.4,91.6,6.11,0.0,1,22.61
4.95,96.8,88.8,6.13,0.0,2,19.59
8.92,92.9,23.7,5.5,0.0,4,0.0
4.37,95.8,67.7,9.68,5.33,1,0.0
8.38,99.8,85.0,9.71,1.95,3,12.37
0.32,75.3,74.6,5.89,0.0,1,45.0
6.18,98.2,78.9,9.49,1.56,3,27.8
6.03,91.0,58.7,8.67,6.87,1,0.0
8.67,99.2,52.6,5.38,0.0,4,10.35
0.0,57.4,79.0,6.47,0.0,5,44.66
0.0,52.7,61.8,5.08,0.0,5,45.0
0.0,66.4,62.8,6.13,0.0,5,26.23
0.0,67.6,23.5,9.88,2.12,5,5.88
8.24,91.0,19.9,9.16,1.57,4,10.46
2.99,95.2,45.0,6.22,0.0,1,14.89
9.23,98.4,56.3,8.61,8.39,3,0.0
3.82,98.2,36.9,6.42,0.0,2,20.11
10.51,91.1,61.0,8.82,0.82,4,12.65
8.84,92.3,72.2,8.84,9.45,3,0.0
7.85,91.8,41.2,5.65,0.0,4,14.33
6.94,90.6,80.8,6.99,0.0,3,15.58
8.21,98.3,89.3,9.92,5.26,3,0.0
0.0,46.0,68.5,6.7,0.0,5,45.0
0.33,63.9,75.7,6.16,0.0,2,45.0
8.43,95.7,34.3,4.4,15.12,2,0.0
9.45,91.9,97.3,4.66,14.9,4,0.0
6.75,91.0,54.4,4.14,10.72,2,0.0
10.55,90.2,55.3,9.18,7.87,4,0.0
0.0,69.0,75.8,6.7,0.0,5,21.79
0.38,80.7,77.2,6.8,0.0,2,45.0
0.06,71.2,42.2,5.24,0.0,1,45.0
9.85,92.5,68.4,9.76,8.89,4,0.0
5.78,93.0,64.7,6.26,0.0,4,41.43
0.0,76.4,25.2,8.5,1.03,5,0.0
0.14,75.5,75.7,6.42,0.0,4,45.0
9.94,90.7,67.4,9.89,3.4,4,10.91
7.32,94.6,72.7,8.62,4.79,3,9.92
10.25,93.7,90.7,9.43,0.82,4,13.35
8.17,98.2,36.2,5.52,0.0,4,10.66
2.05,96.2,97.8,5.31,0.0,1,27.8
0.0,63.3,37.1,5.3,0.0,5,20.54
7.54,96.4,45.1,9.44,3.82,4,20.55
9.83,98.6,51.5,9.21,6.0,3,0.0
0.26,65.7,38.8,5.73,0.0,3,45.0
8.28,91.6,58.6,6.15,3.77,3,5.26
3.04,99.7,79.0,6.36,0.0,1,18.96
0.03,70.2,67.5,6.02,0.0,1,45.0
9.56,99.4,82.3,9.1,7.46,4,0.0
0.0,63.1,73.1,6.16,0.0,5,32.93
0.08,52.0,17.7,6.04,0.0,2,45.0
4.71,90.5,80.4,9.04,2.54,1,10.92
0.21,63.8,90.5,6.49,0.0,1,45.0
0.0,56.3,57.7,6.38,0.0,5,45.0
0.06,75.3,62.2,5.62,0.0,2,45.0
7.48,93.8,31.7,5.75,0.0,3,5.05
11.68,93.1,76.5,9.41,9.2,4,0.0
6.87,91.4,82.8,8.76,6.27,2,0.0
3.74,93.0,97.4,5.86,0.0,2,31.46
0.25,50.8,89.2,5.06,0.0,3,45.0
7.19,93.8,21.0,6.63,0.0,4,13.88
8.6,91.3,46.7,4.5,17.37,2,0.0
10.25,96.7,51.6,4.55,10.1,3,0.0
5.89,98.0,24.2,6.96,0.0,3,5.22
3.78,94.7,53.3,9.16,2.94,1,11.75
3.66,91.4,78.4,6.21,0.0,1,12.64
5.53,95.2,47.7,6.93,0.0,3,23.98
5.59,95.1,71.6,5.4,0.0,4,42.53
3.21,94.2,19.8,8.8,3.71,1,0.0
0.0,83.2,46.9,9.37,7.01,5,0.0
8.09,98.0,92.1,9.54,3.97,3,9.86
0.0,64.4,94.4,6.32,0.0,5,30.58
0.0,80.3,17.4,9.32,7.07,5,0.0
2.56,98.8,96.8,5.2,0.0,1,22.58
0.0,65.6,34.3,6.39,0.0,5,17.0
0.07,74.9,68.7,6.75,0.0,1,45.0
4.28,90.3,26.4,9.43,5.18,1,0.0
2.24,99.4,22.2,5.04,0.0,1,5.12
7.0,92.0,32.6,6.52,0.0,3,8.4
9.8,95.0,52.0,9.54,9.2,2,0.0
5.67,91.8,26.0,4.4,12.38,1,0.0
10.74,96.2,16.5,9.4,7.09,4,0.0
0.12,53.2,59.7,6.29,0.0,2,45.0
11.08,99.6,89.6,4.61,11.75,4,0.0
3.88,98.5,51.1,6.17,0.0,1,8.96
0.0,57.0,62.3,6.54,0.0,5,45.0
6.54,94.7,74.9,8.73,1.05,2,12.28
9.23,94.0,89.0,9.39,1.58,4,12.43
8.49,97.8,77.3,5.03,1.13,4,12.04
8.36,90.6,29.1,9.76,0.92,4,11.01
3.27,98.7,85.5,6.16,0.0,2,36.41
10.47,98.0,57.8,5.19,4.03,4,0.0
5.0,98.4,64.2,6.2,0.0,2,19.25
9.82,99.4,35.5,9.35,4.87,4,5.36
6.64,95.1,66.2,6.76,0.0,3,18.36
5.63,96.7,63.6,5.28,0.0,3,26.97
0.0,80.3,43.4,4.03,11.43,5,0.0
0.0,61.3,64.1,5.52,0.0,5,35.91
0.0,45.8,46.7,6.53,0.0,5,45.0
4.43,92.9,35.2,5.9,0.0,2,15.22
0.01,83.9,94.6,5.96,0.0,2,45.0
5.9,96.4,33.1,8.97,7.27,1,0.0
8.8,92.4,25.2,9.93,7.08,3,0.0
7.31,96.3,33.9,9.38,2.25,4,18.63
0.3,58.6,24.4,5.14,0.0,3,45.0
10.6,92.5,31.5,7.0,4.99,4,0.0
6.48,92.4,78.2,5.26,0.0,3,18.5
0.0,63.3,45.8,5.48,0.0,5,24.91
11.84,96.1,15.8,9.67,7.69,4,0.0
3.6,99.8,28.8,6.98,3.71,1,5.35
10.14,99.8,18.7,8.94,6.48,3,0.0
6.93,90.8,53.1,4.76,15.18,2,0.0
0.38,52.9,91.7,5.56,0.0,1,45.0
0.0,78.8,28.6,8.99,3.86,5,0.0
0.0,75.1,34.1,4.68,12.09,5,0.0
9.34,96.2,50.9,9.56,9.4,3,0.0
3.73,98.9,68.5,6.63,0.0,1,12.37
0.36,56.1,89.0,5.8,0.0,2,45.0
0.39,56.8,22.1,5.21,0.0,1,45.0
10.43,98.7,84.8,9.7,6.86,4,0.0
6.98,92.8,24.7,6.69,3.56,3,0.0
0.39,84.3,65.9,6.91,0.0,3,45.0
7.3,98.5,89.7,6.16,0.0,3,11.19
6.96,93.9,98.1,8.81,8.69,2,0.0
3.43,90.4,67.7,5.85,0.0,1,14.59
5.56,91.9,72.2,9.89,2.13,2,17.47
0.0,55.0,85.8,5.16,0.0,5,45.0
10.07,94.7,64.1,9.1,8.04,3,0.0
6.28,96.3,30.1,9.63,2.46,2,6.31
10.49,99.5,86.7,9.94,5.98,4,0.0
4.66,93.5,54.3,5.21,0.0,2,19.7
0.08,57.8,63.7,5.16,0.0,1,45.0
7.02,92.2,94.6,6.34,4.97,2,0.0
0.21,54.5,22.9,5.87,0.0,4,45.0
6.67,93.5,74.1,4.49,16.14,2,0.0
3.64,92.6,56.8,6.73,0.0,2,31.66
4.96,99.6,48.3,9.64,5.78,1,0.0
0.0,63.6,60.2,6.73,0.0,5,32.59
0.0,80.9,79.0,4.5,15.66,5,0.0
7.31,95.1,91.1,5.54,0.0,4,25.41
0.0,71.9,84.8,5.59,0.0,5,14.72
5.4,95.4,26.9,5.93,0.0,3,5.98
0.0,79.0,85.8,4.4,11.63,5,0.0
8.24,97.9,94.2,5.4,0.1,3,8.3
0.0,62.3,83.7,5.54,0.0,5,33.98
5.49,95.7,76.8,5.51,0.0,2,13.62
8.33,96.3,25.5,8.85,5.68,3,0.0
0.0,49.2,50.6,6.15,0.0,5,45.0
11.28,93.5,40.1,8.58,6.08,3,0.0
8.84,90.5,45.3,5.49,0.0,4,7.79
4.73,98.1,27.9,4.95,12.43,1,0.0
9.62,92.0,87.7,4.28,13.61,4,0.0
5.76,98.7,48.4,6.15,0.0,4,34.12
6.36,98.7,66.1,6.74,0.0,3,21.18
8.37,92.3,39.6,5.86,0.0,4,10.37
6.92,91.4,58.1,5.12,4.21,3,9.46
2.09,95.7,19.8,6.29,0.0,1,5.68
6.83,98.8,95.8,6.07,0.0,3,15.75
8.03,96.5,16.0,9.69,7.36,3,0.0
0.0,50.1,45.1,6.64,0.0,5,45.0
8.1,93.5,50.0,9.57,2.47,4,18.55
3.53,97.0,52.3,6.64,0.0,2,30.3
0.06,69.9,82.1,5.42,0.0,1,45.0
4.89,97.9,19.9,5.65,2.35,2,8.67
6.82,95.5,51.9,5.8,0.0,3,13.66
5.1,93.9,74.8,8.73,8.88,1,0.0
4.79,97.8,52.9,5.05,0.0,2,17.97
0.0,70.4,88.8,8.52,8.29,5,5.75
6.69,94.1,69.5,4.59,18.56,1,0.0
7.87,95.2,46.1,4.86,18.95,2,0.0
0.0,62.7,97.4,5.54,0.0,5,33.05
0.01,54.9,96.8,5.06,0.0,3,45.0
6.0,99.6,38.9,5.41,0.0,3,15.77
6.3,98.4,52.7,9.44,0.15,2,12.54
10.06,96.8,73.5,8.75,9.31,4,0.0
5.4,92.7,64.8,5.47,3.14,2,11.34
5.03,93.5,16.9,5.54,0.0,4,24.12
3.87,93.6,84.1,8.75,1.2,1,13.65
6.79,99.8,57.7,5.53,0.0,4,29.55
0.0,45.7,30.5,6.35,0.0,5,45.0
2.22,90.9,98.8,5.96,0.0,1,26.8
6.17,97.8,89.7,9.8,9.46,2,0.0
3.28,95.4,38.9,5.56,0.0,1,10.67
7.1,96.5,41.9,5.98,0.0,3,9.34
4.89,98.9,53.7,9.63,1.6,2,22.98
0.22,70.8,53.4,5.39,0.0,2,45.0
5.11,92.0,65.3,5.79,0.0,3,32.71
4.63,97.1,47.4,8.77,0.12,1,10.79
0.0,57.9,31.9,5.44,0.0,4,45.0
0.24,73.0,82.3,5.37,0.0,1,45.0
10.05,96.7,62.0,5.13,1.5,4,6.63
2.4,98.1,97.4,6.79,0.0,1,25.82
3.86,95.2,92.4,5.64,4.68,1,5.4
4.99,96.2,97.6,6.17,0.0,2,19.26
0.0,52.6,84.2,5.59,0.0,5,45.0
0.26,62.2,65.4,5.78,0.0,3,45.0
3.7,95.4,41.3,5.67,2.92,1,6.21
